WaferID,X,Y,BI_TEST_13,BI_TEST_14,BI_TEST_15,BI_TEST_16,BI_TEST_17,BI_TEST_18,BI_TEST_19,BI_TEST_20,BI_TEST_21,BI_TEST_22,BI_TEST_23,BI_TEST_24,BI_TEST_25,BI_TEST_26,BI_TEST_27,BI_TEST_28,BI_TEST_29,BI_TEST_30,BI_TEST_31,BI_TEST_32,BI_TEST_33,BI_TEST_34,BI_TEST_35,BI_TEST_36,BI_TEST_37,BI_TEST_38,BI_TEST_39,BI_TEST_40,BI_TEST_41,BI_TEST_42,BI_TEST_43,BI_TEST_44,BI_TEST_45,BI_TEST_46,BI_TEST_47,BI_TEST_48,BI_TEST_49,BI_TEST_50,BI_TEST_51,BI_TEST_52,BI_TEST_53,BI_TEST_55,BI_TEST_56,BI_TEST_57,BI_TEST_58,BI_TEST_67,BI_TEST_68,BI_TEST_69,BI_TEST_70,BI_TEST_71,BI_TEST_72,BI_TEST_73,BI_TEST_74,BI_TEST_75,BI_TEST_76,BI_TEST_77,BI_TEST_78,BI_TEST_79,BI_TEST_80,BI_TEST_81,BI_TEST_82,BI_TEST_83,BI_TEST_84,BI_TEST_85,BI_TEST_86,BI_TEST_87,BI_TEST_88,BI_TEST_89,BI_TEST_90,BI_TEST_91,BI_TEST_92,BI_TEST_93,BI_TEST_94,BI_TEST_95,BI_TEST_96,BI_TEST_97,BI_TEST_98,BI_TEST_109,BI_TEST_110,BI_TEST_111,BI_TEST_112,BI_TEST_113,BI_TEST_114,BI_TEST_115,BI_TEST_116,BI_TEST_117,BI_TEST_118,BI_TEST_119,BI_TEST_120,BI_TEST_121,BI_TEST_122,BI_TEST_123,BI_TEST_124,BI_TEST_125,BI_TEST_126,BI_TEST_127,BI_TEST_128,BI_TEST_129,BI_TEST_130,BI_TEST_131,BI_TEST_132,BI_TEST_133,BI_TEST_134,BI_TEST_135,BI_TEST_136,BI_TEST_137,BI_TEST_138,BI_TEST_139,BI_TEST_140,BI_TEST_141,BI_TEST_142,BI_TEST_143,BI_TEST_144,BI_TEST_145,BI_TEST_146,BI_TEST_147,BI_TEST_148,BI_TEST_149,BI_TEST_150,BI_TEST_151,BI_TEST_153
WAFER_09,-7,-14,4.75952625274658,9.50680160522461,-0.287786364555359,-0.28778624534606895,-0.287801921367645,-0.287345290184021,0.329970329999924,0.323846727609634,0.322964400053024,0.323846727609634,0.32334282994270297,-0.290238887071609,-0.287337362766266,-0.28924885392189,-0.28792548179626504,-0.29112619161605796,-0.28763934969902,0.32503291964530895,0.325032949447632,0.32475903630256703,-0.136922851204872,3.2981762886047403,-26.822563086170696,-27.1238095592707,-0.148391691823235,-0.149917198655203,-0.154403082319732,-0.160056359277405,-0.14882715504427302,-0.13152049405107402,0.20105055398289604,0.18586767680517396,24.023764126468397,23.916176360216898,23.9402761508245,23.819937268854105,23.9614928432275,24.058859708020503,-0.13956677946680401,61.56440940685571,0.6773991584777829,117.0,7298.0,8184.0,0.0,-0.27865576157637395,-22.1395112021128,-0.274832018476445,-22.5840212806361,-0.275469290045294,-22.4199193326058,-0.265909932295472,-22.0917136175558,-22.1889004023978,-0.28040830102327197,-22.2016460611485,-0.27610659003585203,-22.4183258978883,-0.274513354270312,-22.424697817768898,-0.27674389002641,-0.0187457658284984,0.009396899258717891,-0.0200220142687613,0.0317995727527887,-0.019065282685915,0.0174240994965658,-0.0122149401704519,0.0109812390292063,0.0125946826301515,-0.0201793000087491,-0.0144918885780498,-0.0192245863672724,-0.0128547981148586,-0.0206593426810286,0.0158324837684631,-0.0176308958543814,0.7060118913650509,4.630889892578121,4.66151905059814,-0.288080424070358,-0.28749218583107,-0.287507832050323,-0.288080424070358,0.34143662452697804,0.323846727609634,0.322229295969009,0.323111593723297,0.32260656356811496,-0.28920984268188504,-0.28792548179626504,-0.288807779550552,-0.286455243825912,-0.28994819521904,-0.28793340921402005,0.32503291964530895,0.32473888993263206,0.323582708835602,-0.136407524347305,3.2950844764709504,-26.918371077044895,-27.1458775387146,-0.156492447445089,-0.156531200445897,-0.153666960045484,-0.153433319383112,-0.157646510956511,-0.14917915791556902,0.18705789273099102,0.188810943768658,24.0090575971408,24.1001198446611,24.094517357298198,24.0551707975101,23.9541495830053,24.044158635661002,-0.15352333093687803,61.3730589975603,0.67714136838913,0.226998016238213,6648
WAFER_09,-6,-13,5.098065853118901,3.75002121925354,-0.28722134232521096,-0.287546277046204,-0.28696572780609103,-0.28736838698387107,0.32183855772018394,0.321691632270813,0.32050520181655895,0.323339313268661,0.320692270994186,-0.28649377822876004,-0.287228912115097,-0.28825047612190197,-0.28813454508781394,-0.288034021854401,-0.28751543164253196,0.32241663336753806,0.322162836790085,0.32099643349647494,-0.136347249150276,3.28016042709351,-27.011123165721102,-27.0529581030132,-0.202839927965215,-0.183206850579154,-0.195825208493261,-0.196230359961191,-0.192065414239551,-0.186919294264953,0.162341379450481,0.156159785547061,24.0144581766799,23.9051387325162,23.939068341860498,23.978198441909598,24.000635676202396,23.9122364291688,-0.18920975719538502,64.5173640805297,0.6735158562660221,2229.0,5085.0,8184.0,0.0,-0.29062033490845396,-22.628915758105002,-0.290461173335643,-22.8437766054412,-0.281230086329742,-22.8899334615562,-0.281070924756932,-22.7435084525496,-22.5779858737951,-0.29380348109953003,-22.337659174809197,-0.295872524702645,-22.6909869525116,-0.292211922214847,-22.9504130402347,-0.294440098969062,-0.0120713252727001,-0.0228901626542211,-0.013028170542384,-0.00974432623479515,-0.00443509406977682,-0.0224190443987027,-0.0047539288061671,-0.0513828126713634,0.0136897142510861,-0.0104704724890325,-0.0393611117033288,-0.0117425145162997,0.0123000063467771,-0.0119089236250147,-0.00795989762991667,-0.0101510977401631,0.7060118913650509,4.69977903366089,3.3762443065643297,-0.28736838698387107,-0.288134515285492,-0.287406921386719,-0.28751543164253196,0.32183855772018394,0.321838676929474,0.320064067840576,0.32304519414901695,0.319808781147003,-0.28693491220474204,-0.28752303123474104,-0.28839752078056297,-0.28813454508781394,-0.2890647649765011,-0.28736838698387107,0.32241663336753806,0.322015792131424,0.32084938883781394,-0.13583193719387102,3.27861428260803,-26.945035642711396,-27.0455875579501,-0.195490628129846,-0.18759939734991302,-0.18704875515140898,-0.19696187791851102,-0.194252152141416,-0.186185559414298,0.16971215188732502,0.148831517776671,24.007094907574395,23.963850253494503,24.005288651096603,23.963553758221696,24.0226854657521,23.9487071667099,-0.18186185002377897,64.42170706577599,0.6735158562660221,0.226998016238213,6648
WAFER_09,-7,-13,7.33858442306519,4.32474279403687,-0.287352979183197,-0.287476897239685,-0.287221372127533,-0.287352979183197,0.332626640796661,0.32285770773887607,0.319151818752289,0.322406500577927,0.32037764787674,-0.29098170995712297,-0.286927282810211,-0.28969764709472695,-0.288095891475677,-0.288901716470718,-0.287352979183197,0.32254344224929804,0.32163104414939897,0.321828454732895,-0.139229491353035,3.2880828380584703,-26.9927440967876,-27.261354262009302,-0.21262781046971202,-0.20543924961202695,-0.20780147735877105,-0.212460307125184,-0.20773123310391398,-0.199068495021493,0.159618267048245,0.152756967963796,23.9145792875206,23.9925575442612,23.987780878087502,24.0895387833007,24.1555262618931,23.9789624174591,-0.175616534647816,62.325394537765504,0.67438018321991,1482.0,4412.0,8184.0,0.0,-0.31627857310922997,-22.8545522986678,-0.316437848368878,-23.1842077482725,-0.311819462694984,-22.8672925004503,-0.310863953245644,-22.344938770402198,-23.1348385568708,-0.314367525788839,-23.2956863328582,-0.315323063659889,-22.8625140152872,-0.311660215857046,-22.811553208157395,-0.315163816821951,-0.0628845668870781,-0.0315467332256958,-0.0649558558052377,-0.0488435034640133,-0.0632064711680869,-0.0331310729961842,-0.0619319564520993,-0.0621894287178293,0.0228374119615182,-0.0601765179908398,0.00223371898755431,-0.0596980669342884,-0.00922955223359168,-0.0597002269842051,0.00507679942529649,-0.0573078295929008,0.7060118913650509,5.5988864898681605,4.42887830734253,-0.287500023841858,-0.28659477829933194,-0.28678023815155,-0.287352979183197,0.32557025551796,0.32285770773887607,0.31900480389595004,0.32343578338622997,0.319788694381714,-0.28936463594436607,-0.28736841678619396,-0.288962513208389,-0.287213683128357,-0.28919619321823103,-0.287352979183197,0.32327860593795804,0.32207211852073697,0.32138732075691195,-0.139229491353035,3.2870521545410196,-26.941252144752102,-27.195163056603604,-0.196455559375863,-0.178243610093887,-0.17908848803927,-0.18011347435731304,-0.19083344682258,-0.189483756685149,0.164038894467922,0.157899165742492,23.9145792875206,24.1692414419958,24.098062567645698,24.236298486357605,24.199602194130396,23.993714421521897,-0.182964583927969,62.229715695139,0.673864603042603,0.226998016238213,6648
WAFER_09,-5,-12,3.53752064704895,2.90603923797607,-0.282535791397095,-0.28384459018707303,-0.284308969974518,-0.282830059528351,0.32253170013427696,0.32216683030128496,0.31981271505355796,0.32293269038200395,0.3186608254909519,-0.283743262290955,-0.28354284167289695,-0.285896897315979,-0.28356572985649103,-0.288646399974823,-0.283271461725235,0.322049826383591,0.322912663221359,0.322942823171616,-0.135287553071976,3.30042767524719,-26.9636730081402,-26.8790245172568,-0.18095680331953198,-0.17183478462357,-0.18971556414726398,-0.19592634714626897,-0.184581779194559,-0.173664986391486,0.179267502176117,0.15824407739728502,24.3474278249778,24.321661840076604,24.323653633473395,24.356064386665803,24.368058802792802,24.3960403167875,-0.15196496860880898,65.0349029456265,0.669902801513672,2165.0,7644.0,8184.0,0.0,-0.26161288246839803,-22.5006242544623,-0.263689173607418,-22.829635781818105,-0.26432803679199396,-22.2834114538273,-0.256342275406496,-22.2466769628227,-22.345700926962298,-0.26512660156186,-22.8456083277706,-0.27407062930251397,-22.534164600074302,-0.268640320655322,-22.5165949814254,-0.264807169969572,0.00781312792241806,0.0126274244394153,0.007329816753554041,-0.000911313691176474,0.00716894987817795,-0.00278123479802161,0.013561731293521001,0.0243944668909535,-0.00133877620100975,0.00860140403347032,0.0117943272925913,0.0065083725075965,-0.0161326170200482,0.0084336875261215,-0.0192758307093754,0.0101958335108066,0.7060118913650509,3.50686526298523,2.6608047485351602,-0.283124327659607,-0.28399169445037803,-0.284456104040146,-0.283271461725235,0.32253170013427696,0.322461068630219,0.319959849119186,0.322638392448425,0.31821903586387607,-0.28389042615890503,-0.283248603343964,-0.28633826971054105,-0.28356572985649103,-0.288351863622665,-0.28341862559318504,0.32249122858047496,0.322912663221359,0.32338425517082203,-0.13580295443534898,3.2983660697937,-26.9489810307277,-26.739517124951803,-0.18095680331953198,-0.17183478462357,-0.18530354850554398,-0.191523497505841,-0.183109534646064,-0.17586559408755403,0.179267502176117,0.170770917407026,24.3474278249778,24.321661840076604,24.330984160769702,24.326673155883302,24.331309759872997,24.3593585764756,-0.16005996883450302,64.90728264907371,0.669902801513672,0.226998016238213,6648
WAFER_09,-6,-12,7.1541867256164595,2.4010624885559104,-0.284366548061371,-0.284815102815628,-0.28463751077652005,-0.284366548061371,0.32142391800880393,0.321747958660126,0.32028803229332,0.321570754051208,0.31660896539688105,-0.28434345126152,-0.28451350331306496,-0.286873191595078,-0.284490615129471,-0.290274024009705,-0.284366548061371,0.32218894362449607,0.322934180498123,0.32186484336853,-0.137281969189644,3.29302191734314,-27.0570017164573,-26.8023941316642,-0.249992694989487,-0.23974786245162197,-0.26387814955342004,-0.25378793111485703,-0.253232599334297,-0.238743695035737,0.15784917195560402,0.175105540733966,24.4046568695921,24.379027308896198,24.3967351707397,24.379523893003398,24.2774895014009,24.351371394004698,-0.158204798594852,62.636376242153304,0.670003294944763,1374.0,7512.0,8184.0,0.0,-0.358861768745555,-22.757671104045603,-0.35870235137736,-22.7975269808667,-0.360774834007316,-22.9760807997081,-0.355354444536715,-22.2507042053621,-22.2140370169654,-0.35902118611374995,-22.559985154657603,-0.35790523611467495,-23.0031819228316,-0.35551389032661995,-23.095648430171398,-0.35742695558838,-0.094591769084218,0.00650106812827289,-0.0955483585585171,-0.0110412656795233,-0.0942738438425295,-0.0333911884808913,-0.0929974532937194,-0.0380241544917226,-0.0268591975327581,-0.0901291912214219,-0.0285235728370026,-0.09076623541659501,-0.0700565578881651,-0.0893318770067708,-0.0493546394864097,-0.0882159554294049,0.7060118913650509,6.27216339111328,2.4010624885559104,-0.28407251834869396,-0.28408002853393605,-0.284196525812149,-0.28392550349235496,0.32215890288353005,0.32189497351646396,0.320582062005997,0.321717739105225,0.317050755023956,-0.284196466207504,-0.28407248854637107,-0.287020206451416,-0.283608645200729,-0.289684951305389,-0.28407251834869396,0.322482943534851,0.32264018058776894,0.32201185822486894,-0.137281969189644,3.29302191734314,-27.115833290736198,-26.8097574007697,-0.23823700701086603,-0.23461565490379102,-0.25139118520201004,-0.242043626030863,-0.232680449130385,-0.23286240491415802,0.16005684244646498,0.19128501094201103,24.4266702793539,24.364340788452,24.455455786665002,24.4162147282623,24.35083661112,24.388124074903303,-0.166299045645246,62.572602473665,0.669487237930298,0.226998016238213,6648
WAFER_09,-7,-12,8.37969493865967,2.2006654739379905,-0.28557163476944,-0.285247027873993,-0.28568822145462,-0.28630718588829,0.32006707787513694,0.321223795413971,0.31828194856643705,0.32107672095298806,0.316167116165161,-0.28571891784667997,-0.28526225686073303,-0.28820410370826693,-0.285703539848328,-0.290715843439102,-0.28601294755935697,0.321538299322128,0.320468217134476,0.319585770368576,-0.13628695905208602,3.3125,-26.918563889921604,-26.8622097792104,-0.275989378906161,-0.25894573241203,-0.271315940381101,-0.272851877980429,-0.271487039071872,-0.26158352284255704,0.156426224862116,0.188423442182284,24.2896076088073,24.250726710306502,24.2582755163312,24.300983568537003,24.2818059632555,24.172577468561897,-0.16516501943897302,62.525665271095896,0.6739614009857181,454.0,8028.0,8184.0,0.0,-0.37957855170134297,-22.795427867094997,-0.369379961284722,-22.9229117394425,-0.381809485361373,-22.4575996981002,-0.380215965378738,-22.226538931135998,-22.416168576455696,-0.377825671193932,-22.6297015615273,-0.38292495219138795,-22.4623818212422,-0.37798500329699897,-22.808177163824396,-0.376550843839141,-0.12330755794209801,-0.0941672624321654,-0.116293961127667,-0.0910476956050843,-0.12474149002628099,-0.0732943590264767,-0.124899969478065,-0.0684012775309384,-0.0350482878275216,-0.122350684250705,-0.0893069227458909,-0.123149959563307,-0.0732979970052838,-0.120279992188443,-0.0479849404655397,-0.120597832165004,0.7060118913650509,7.245648384094241,2.14549517631531,-0.285865843296051,-0.284805774688721,-0.28524693846702603,-0.285718739032745,0.32080259919166604,0.321370899677277,0.318723231554031,0.32107672095298806,0.316461652517319,-0.28571891784667997,-0.285409361124039,-0.28805699944496194,-0.284968048334122,-0.29056859016418496,-0.28557163476944,0.32183250784874,0.320615291595459,0.320027023553848,-0.13628695905208602,3.31146907806396,-26.947996957460397,-26.7885698121972,-0.255340722787878,-0.241290280200701,-0.249257766427036,-0.253755956691748,-0.258297461641632,-0.23883703192950603,0.16011550485473,0.19725757738342498,24.3116828642087,24.302211386384396,24.2729875026271,24.293613023473895,24.2597816395573,24.2387395701371,-0.17398362217591098,62.477811297867405,0.673703372478485,0.226998016238213,6648
WAFER_09,-4,-11,11.2774076461792,3.34463024139404,-0.285975873470306,-0.285720258951187,-0.28559610247612,-0.28435882925987205,0.321043133735657,0.318229764699936,0.317397326231003,0.31914180517196694,0.31689372658729603,-0.286006510257721,-0.28643226623535195,-0.28705886006355297,-0.286308318376541,-0.289529919624329,-0.28479984402656605,0.319238871335983,0.32002389430999795,0.318877726793289,-0.135664448142052,3.29425859451294,-26.904222977464105,-26.633650122676002,-0.37440037203850796,-0.359558896434464,-0.3586087018447871,-0.37494970683837897,-0.36500662758953706,-0.360936439847137,0.186673048574448,0.195043341477685,24.221675630542396,24.282408048748003,24.1482739511412,24.24095691822,24.326554921572104,24.155737264663898,-0.20392272404023998,67.4320399411954,0.673718512058258,1208.0,3669.0,8184.0,0.0,-0.40412155044578,-22.7943073696224,-0.40907127640821295,-22.2226935875369,-0.40683590896151095,-22.909269318915896,-0.40348285779146,-22.645815988653304,-22.846998035674897,-0.41338233813803493,-23.2349921134301,-0.41146631701849395,-23.126418454921797,-0.41146631701849395,-23.0306177400053,-0.41338233813803493,-0.138557538775785,-0.0844065652927384,-0.137138272293669,-0.0445597834186628,-0.13729089687331,-0.0735926732886583,-0.128206863792002,-0.0887594069354236,-0.10207077139057198,-0.139539338306349,-0.0522340997122228,-0.13857831504537899,-0.0726213329471648,-0.137623317186808,-0.0452819222118706,-0.137946329914485,0.7060118913650509,7.7918839454650906,3.28337407112122,-0.284652829170227,-0.28527918457984897,-0.28515499830246,-0.28509384393692,0.32030802965164196,0.318229764699936,0.31769138574600203,0.31870073080062894,0.31689372658729603,-0.28615352511405895,-0.285991221666336,-0.287499964237213,-0.284985065460205,-0.288940876722336,-0.284505844116211,0.31850385665893605,0.31943580508232106,0.318877726793289,-0.13514898717403398,3.2906501293182404,-26.933639674098202,-26.707060897024302,-0.298637502282872,-0.28886222480650803,-0.28604395652109804,-0.301950421999209,-0.283934781464268,-0.28706705279546396,0.19479907109598604,0.18335815354930698,24.258379198727198,24.289796783705203,24.184782887459697,24.233639123849603,24.3119357037358,24.155737264663898,-0.168681452805686,67.3203976475634,0.6730728149414059,0.226998016238213,6648
WAFER_09,-5,-11,4.468762397766111,6.03190803527832,-0.283636480569839,-0.2849527895450589,-0.283930778503418,-0.28407776355743397,0.32214680314064,0.321802109479904,0.319742888212204,0.322273701429367,0.318199098110199,-0.284704357385635,-0.284224987030029,-0.287019729614258,-0.28410068154334994,-0.28877779841422996,-0.284371942281723,0.32224351167678805,0.322380423545837,0.32150799036026,-0.13722695410251598,3.2926268577575697,-27.133017283631503,-26.912315661320502,-0.196736905877515,-0.19758103064759802,-0.19536170725587,-0.21403884886694896,-0.21474330935689104,-0.200928965909952,0.19742226697872,0.193463719710962,24.3820504692849,24.402133931289395,24.440978450002103,24.4195962295635,24.436956664430898,24.4177354034036,-0.159258178200616,60.7382680755109,0.6690194606781011,5887.0,4480.0,8184.0,0.0,-0.29167327397772197,-23.0705918511376,-0.285290951751449,-23.5045899898978,-0.287684315480874,-23.0833556997823,-0.28433359489099497,-23.1136709771818,-23.0578261835035,-0.280982845879407,-23.0307014135178,-0.286248280190193,-22.678075765725197,-0.289599029201781,-22.903053832123998,-0.28433359489099497,-0.0273422813279467,0.00540057953912765,-0.0241469422235241,0.007970811566337941,-0.0249463028012542,0.0149429979501292,-0.022392583787223,-0.0328982423525304,-0.0328200258081779,-0.0242998510202597,0.000678483047522604,-0.022076278582972,-0.0290910975309089,-0.0243120155118959,-0.0134787114802748,-0.0214365911688219,0.7060118913650509,4.17452192306519,3.5983049869537402,-0.28393065929412803,-0.28480568528175393,-0.283783674240112,-0.28407776355743397,0.321999698877335,0.321655005216599,0.31959578394889804,0.32183238863945,0.31731557846069297,-0.284704357385635,-0.28393080830573997,-0.28746101260185203,-0.28410068154334994,-0.28877779841422996,-0.284371942281723,0.32224351167678805,0.322233349084854,0.321949273347855,-0.136711493134499,3.2926268577575697,-27.133017283631503,-26.897592761088198,-0.192324108638786,-0.194637522099583,-0.19168952292147898,-0.208885694519267,-0.20665369504513398,-0.18990910177763,0.193736923392862,0.18759232034426504,24.3747181229992,24.416813175776,24.455657694488803,24.390301405219397,24.436956664430898,24.454455342493,-0.160729385356717,60.610593209276,0.6690194606781011,0.226998016238213,6648
WAFER_09,-6,-11,4.80198621749878,2.59086728096008,-0.284196525812149,-0.28449827432632396,-0.28407233953476,-0.284196525812149,0.32089611887931796,0.31980699300765997,0.318484127521515,0.322021931409836,0.31655946373939503,-0.28438928723335305,-0.283902436494827,-0.28772434592247,-0.284057110548019,-0.28979322314262396,-0.28434354066848805,0.32127684354782104,0.32099282741546603,0.320572018623352,-0.137067496776581,3.28644299507141,-27.1847475232789,-27.0006839855341,-0.211676990602427,-0.205102651307243,-0.208797644063452,-0.22064672577926103,-0.217752074149757,-0.20820135659960198,0.17615462866160697,0.206982619488372,24.4670609390596,24.4388102146331,24.470031348755604,24.5405644818675,24.5166720560519,24.459859560011,-0.159052717663144,58.116816944675506,0.672868728637695,4170.0,6031.0,8184.0,0.0,-0.294355999130858,-23.263051843969198,-0.285904803831727,-22.631606043432804,-0.289253392793398,-23.3635091717588,-0.278888734328575,-23.2088368647965,-23.4894796449225,-0.293399239126302,-23.304510250454804,-0.29626946229655,-23.8307166000595,-0.290529044377763,-23.546885131509,-0.298342399673857,-0.0301469924579578,-0.0594682205701247,-0.0210578150472429,-0.00488398654852062,-0.028231397664057998,-0.0770596670918167,-0.019778724436037,-0.0275613274425268,-0.0373020156985149,-0.0298272482268658,-0.0212494342122227,-0.0275984746167524,-0.024772816686891002,-0.0285500334484823,-0.0469008227810264,-0.0311054009216605,0.7060118913650509,4.58761072158813,2.49899172782898,-0.28449052572250394,-0.28449827432632396,-0.28407233953476,-0.284196525812149,0.321043133735657,0.31980699300765997,0.318631112575531,0.32158094644546503,0.31655946373939503,-0.284683346748352,-0.283608466386795,-0.288018345832825,-0.283910095691681,-0.290382206439972,-0.284196525812149,0.321129858493805,0.32069882750511197,0.32071903347969105,-0.13758285343647,3.2843816280365004,-27.081759981229,-27.044730813941,-0.21680854445094197,-0.2087750345936,-0.21319726783985998,-0.22064672577926103,-0.214814448895595,-0.203051470748505,0.177625338437792,0.208451339744897,24.4670609390596,24.475444661220497,24.462709916406304,24.518492864444898,24.5387163886335,24.459859560011,-0.16566464466905,58.0051128054038,0.672868728637695,0.226998016238213,6648
WAFER_09,-7,-11,5.16054773330688,4.6273307800292995,-0.284666240215302,-0.28538644313812295,-0.284526735544205,-0.285254597663879,0.31975290179252597,0.32197946310043296,0.318753033876419,0.321086853742599,0.31581324338913,-0.28526225686073303,-0.286454439163208,-0.288227587938309,-0.28526982665062,-0.28963789343833896,-0.285254597663879,0.320037066936493,0.320163995027542,0.319899946451187,-0.137350887060165,3.2906124591827406,-27.1048393187812,-27.0208784058923,-0.22722977632838604,-0.20938433920036897,-0.22056454440644296,-0.219983931515344,-0.22683431666337098,-0.21941954742032999,0.20745551410072896,0.19716074461939603,24.337277864106003,24.3441772909136,24.3362665059976,24.2185833485564,24.3463982769754,24.3260492425179,-0.154593877255138,59.240857808617896,0.672837138175964,4815.0,5738.0,8184.0,0.0,-0.302690267517391,-23.1807516684057,-0.305081186979805,-23.727474399493104,-0.291373254412974,-22.9560046136612,-0.29296720072125,-23.115399017115102,-23.265230993274603,-0.307472106442219,-23.418249838869098,-0.30954424801166197,-22.8555873036385,-0.308428496964552,-22.7153195737628,-0.329627965811596,-0.0442902603481343,-0.0171003193827346,-0.0457261819519772,0.0077470758697018,-0.0366352423952776,0.0261461536865681,-0.0348852040588099,-0.0600102794123814,-0.00605177774559706,-0.0430221120950591,-0.0444379111286253,-0.0441392558059306,-0.0151339918375015,-0.0465254856862884,-0.0229319994105026,-0.0537149560386752,0.7060118913650509,5.5895695686340305,4.17992115020752,-0.285254597663879,-0.28538644313812295,-0.284526735544205,-0.285254597663879,0.320635497570038,0.32197946310043296,0.31919437646865806,0.320939749479294,0.31581324338913,-0.28526225686073303,-0.28660154342651395,-0.28837472200393705,-0.284828513860703,-0.28963789343833896,-0.285107493400574,0.32033124566078197,0.320458173751831,0.320341259241104,-0.137866452336311,3.2906124591827406,-27.1489243459655,-26.9548127107555,-0.227963965926392,-0.21820825679697,-0.22717595982157898,-0.22585510350836602,-0.22463915172465898,-0.222362317003899,0.20376353404571998,0.204476151566269,24.337277864106003,24.351526008104,24.358228984056,24.2480491579045,24.3463982769754,24.333394321729397,-0.168564312730268,59.1132120462134,0.672966122627258,0.226998016238213,6648
